team_fifa_api_id,team_api_id,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass,year_month
242,9783,53,Balanced,55.0,Normal,47,Mixed,Organised,38,Normal,52,Normal,55,Normal,Organised,45,Medium,50,Press,59,Normal,Offside Trap,2015-09-01
110569,9836,55,Balanced,,Little,40,Mixed,Organised,40,Normal,40,Normal,55,Normal,Organised,30,Deep,60,Press,30,Narrow,Offside Trap,2010-02-01
110569,9836,65,Balanced,,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,2011-02-01
110569,9836,51,Balanced,,Little,49,Mixed,Organised,49,Normal,52,Normal,52,Normal,Organised,45,Medium,46,Press,58,Normal,Cover,2012-02-01
110569,9836,51,Balanced,,Little,49,Mixed,Organised,49,Normal,52,Normal,52,Normal,Organised,45,Medium,46,Press,58,Normal,Cover,2013-09-01
110569,9836,51,Balanced,54.0,Normal,49,Mixed,Organised,49,Normal,52,Normal,52,Normal,Organised,45,Medium,46,Press,58,Normal,Cover,2014-09-01
110569,9836,51,Balanced,54.0,Normal,49,Mixed,Organised,49,Normal,52,Normal,52,Normal,Organised,45,Medium,46,Press,58,Normal,Cover,2015-09-01
180,8284,50,Balanced,,Little,49,Mixed,Organised,38,Normal,60,Normal,53,Normal,Organised,48,Medium,47,Press,59,Normal,Cover,2013-09-01
180,8284,47,Balanced,47.0,Normal,48,Mixed,Organised,32,Safe,61,Normal,65,Normal,Organised,50,Medium,44,Press,52,Normal,Cover,2015-09-01
181,9938,70,Fast,,Little,70,Long,Organised,65,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,70,Wide,Cover,2010-02-01
181,9938,68,Fast,,Little,53,Mixed,Organised,67,Risky,53,Normal,67,Lots,Organised,57,Medium,57,Press,63,Normal,Cover,2011-02-01
181,9938,60,Balanced,,Little,60,Mixed,Organised,50,Normal,50,Normal,35,Normal,Organised,40,Medium,38,Press,52,Normal,Cover,2012-02-01
181,9938,53,Balanced,,Little,52,Mixed,Organised,55,Normal,53,Normal,42,Normal,Organised,41,Medium,41,Press,52,Normal,Cover,2013-09-01
181,9938,60,Balanced,51.0,Normal,60,Mixed,Organised,52,Normal,55,Normal,38,Normal,Organised,41,Medium,40,Press,52,Normal,Cover,2014-09-01
181,9938,60,Balanced,58.0,Normal,53,Mixed,Organised,55,Normal,49,Normal,45,Normal,Organised,48,Medium,42,Press,53,Normal,Cover,2015-09-01
182,8457,55,Balanced,,Little,60,Mixed,Organised,46,Normal,68,Lots,54,Normal,Organised,42,Medium,43,Press,63,Normal,Cover,2012-02-01
467,8372,62,Balanced,51.0,Normal,52,Mixed,Organised,60,Normal,55,Normal,64,Normal,Organised,37,Medium,56,Press,49,Normal,Cover,2014-09-01
467,8372,62,Balanced,51.0,Normal,52,Mixed,Organised,59,Normal,55,Normal,52,Normal,Organised,37,Medium,56,Press,49,Normal,Cover,2015-09-01
110500,9776,64,Balanced,,Little,54,Mixed,Organised,52,Normal,66,Normal,62,Normal,Organised,54,Medium,42,Press,48,Normal,Cover,2012-02-01
110500,9776,68,Fast,,Little,54,Mixed,Organised,62,Normal,66,Normal,67,Lots,Free Form,57,Medium,47,Press,53,Normal,Cover,2013-09-01
110500,9776,61,Balanced,60.0,Normal,62,Mixed,Organised,59,Normal,43,Normal,55,Normal,Organised,30,Deep,40,Press,39,Normal,Cover,2014-09-01
110500,9776,66,Balanced,44.0,Normal,54,Mixed,Organised,62,Normal,59,Normal,51,Normal,Free Form,57,Medium,47,Press,53,Normal,Cover,2015-09-01
1824,9810,60,Balanced,,Little,35,Mixed,Organised,35,Normal,70,Lots,60,Normal,Organised,65,Medium,30,Contain,45,Normal,Cover,2010-02-01
1824,9810,52,Balanced,,Little,43,Mixed,Organised,62,Normal,62,Normal,41,Normal,Organised,48,Medium,50,Press,53,Normal,Cover,2011-02-01
1824,9810,38,Balanced,,Little,34,Mixed,Organised,47,Normal,45,Normal,48,Normal,Organised,46,Medium,45,Press,54,Normal,Cover,2012-02-01
1824,9810,41,Balanced,,Little,34,Mixed,Organised,47,Normal,45,Normal,48,Normal,Organised,46,Medium,45,Press,57,Normal,Cover,2013-09-01
1824,9810,63,Balanced,48.0,Normal,42,Mixed,Organised,57,Normal,50,Normal,52,Normal,Organised,43,Medium,46,Press,55,Normal,Cover,2014-09-01
1824,9810,51,Balanced,41.0,Normal,38,Mixed,Organised,47,Normal,58,Normal,40,Normal,Organised,48,Medium,42,Press,55,Normal,Cover,2015-09-01
468,10268,30,Slow,,Little,30,Short,Organised,45,Normal,50,Normal,70,Lots,Organised,50,Medium,45,Press,45,Normal,Cover,2010-02-01
468,10268,43,Balanced,,Little,39,Mixed,Organised,52,Normal,43,Normal,46,Normal,Organised,40,Medium,39,Press,51,Normal,Cover,2011-02-01
468,10268,55,Balanced,,Little,73,Long,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover,2012-02-01
468,10268,55,Balanced,,Little,73,Long,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover,2013-09-01
468,10268,55,Balanced,47.0,Normal,69,Long,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover,2014-09-01
468,10268,51,Balanced,52.0,Normal,48,Mixed,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover,2015-09-01
1746,8534,30,Slow,,Little,30,Short,Organised,30,Safe,30,Little,55,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover,2010-02-01
1746,8534,50,Balanced,,Little,35,Mixed,Organised,50,Normal,50,Normal,55,Normal,Organised,45,Medium,45,Press,47,Normal,Offside Trap,2011-02-01
1746,8534,50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,2012-02-01
1746,8534,51,Balanced,,Little,54,Mixed,Organised,53,Normal,54,Normal,62,Normal,Organised,39,Medium,50,Press,59,Normal,Cover,2013-09-01
1746,8534,63,Balanced,43.0,Normal,39,Mixed,Organised,66,Normal,67,Lots,51,Normal,Organised,53,Medium,57,Press,54,Normal,Cover,2014-09-01
1746,8534,66,Balanced,43.0,Normal,36,Mixed,Organised,59,Normal,64,Normal,63,Normal,Organised,46,Medium,66,Press,48,Normal,Cover,2015-09-01
162,8398,45,Balanced,,Little,55,Mixed,Organised,30,Safe,55,Normal,45,Normal,Organised,68,High,70,Double,68,Wide,Cover,2010-02-01
162,8398,64,Balanced,,Little,55,Mixed,Organised,71,Risky,38,Normal,52,Normal,Organised,58,Medium,48,Press,40,Normal,Cover,2011-02-01
162,8398,50,Balanced,,Little,48,Mixed,Organised,47,Normal,67,Lots,53,Normal,Organised,57,Medium,47,Press,52,Normal,Cover,2012-02-01
162,8398,50,Balanced,,Little,48,Mixed,Organised,47,Normal,67,Lots,53,Normal,Organised,57,Medium,47,Press,52,Normal,Cover,2013-09-01
162,8398,39,Balanced,47.0,Normal,40,Mixed,Organised,52,Normal,67,Lots,56,Normal,Organised,47,Medium,55,Press,52,Normal,Cover,2014-09-01
452,8558,55,Balanced,,Little,40,Mixed,Organised,70,Risky,55,Normal,70,Lots,Organised,70,High,50,Press,60,Normal,Cover,2010-02-01
452,8558,68,Fast,,Little,55,Mixed,Organised,72,Risky,70,Lots,54,Normal,Organised,51,Medium,58,Press,56,Normal,Cover,2011-02-01
452,8558,46,Balanced,,Little,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Organised,37,Medium,40,Press,45,Normal,Cover,2012-02-01
452,8558,50,Balanced,,Little,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Free Form,37,Medium,40,Press,45,Normal,Cover,2013-09-01
452,8558,50,Balanced,52.0,Normal,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Organised,37,Medium,40,Press,45,Normal,Cover,2014-09-01
452,8558,50,Balanced,52.0,Normal,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Free Form,37,Medium,40,Press,45,Normal,Cover,2015-09-01
10020,7842,66,Balanced,,Little,52,Mixed,Organised,47,Normal,53,Normal,39,Normal,Free Form,46,Medium,49,Press,55,Normal,Cover,2013-09-01
10020,7842,66,Balanced,56.0,Normal,52,Mixed,Organised,47,Normal,53,Normal,39,Normal,Organised,46,Medium,49,Press,55,Normal,Cover,2014-09-01
10020,7842,59,Balanced,56.0,Normal,52,Mixed,Organised,47,Normal,53,Normal,39,Normal,Organised,46,Medium,49,Press,55,Normal,Cover,2015-09-01
2013,6351,50,Balanced,,Little,55,Mixed,Organised,50,Normal,55,Normal,55,Normal,Organised,50,Medium,50,Press,55,Normal,Cover,2011-02-01
7,8668,60,Balanced,,Little,65,Mixed,Organised,60,Normal,70,Lots,45,Normal,Organised,40,Medium,70,Double,40,Normal,Cover,2010-02-01
7,8668,60,Balanced,,Little,50,Mixed,Organised,55,Normal,70,Lots,55,Normal,Organised,55,Medium,65,Press,60,Normal,Cover,2011-02-01
7,8668,56,Balanced,,Little,56,Mixed,Organised,48,Normal,57,Normal,56,Normal,Organised,50,Medium,50,Press,60,Normal,Cover,2012-02-01
7,8668,58,Balanced,,Little,62,Mixed,Organised,48,Normal,59,Normal,32,Little,Organised,41,Medium,44,Press,59,Normal,Cover,2013-09-01
7,8668,61,Balanced,34.0,Normal,42,Mixed,Organised,39,Normal,59,Normal,48,Normal,Organised,52,Medium,58,Press,60,Normal,Cover,2014-09-01
7,8668,43,Balanced,45.0,Normal,40,Mixed,Organised,39,Normal,33,Little,63,Normal,Organised,52,Medium,58,Press,59,Normal,Cover,2015-09-01
111271,4087,35,Balanced,,Little,65,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,2011-02-01
111271,4087,53,Balanced,,Little,44,Mixed,Organised,52,Normal,52,Normal,64,Normal,Organised,47,Medium,56,Press,50,Normal,Cover,2012-02-01
111271,4087,53,Balanced,,Little,44,Mixed,Organised,52,Normal,52,Normal,64,Normal,Organised,47,Medium,56,Press,50,Normal,Cover,2013-09-01
111271,4087,61,Balanced,51.0,Normal,44,Mixed,Organised,52,Normal,61,Normal,48,Normal,Organised,47,Medium,56,Press,50,Normal,Cover,2014-09-01
111271,4087,58,Balanced,35.0,Normal,56,Mixed,Organised,52,Normal,61,Normal,51,Normal,Organised,47,Medium,43,Press,50,Normal,Cover,2015-09-01
1971,10218,73,Fast,,Little,59,Mixed,Organised,77,Risky,33,Little,52,Normal,Organised,25,Deep,47,Press,33,Narrow,Cover,2011-02-01
1971,10218,47,Balanced,,Little,52,Mixed,Organised,63,Normal,45,Normal,37,Normal,Organised,23,Deep,30,Contain,32,Narrow,Cover,2012-02-01
1971,10218,53,Balanced,41.0,Normal,69,Long,Organised,48,Normal,45,Normal,43,Normal,Organised,29,Deep,41,Press,36,Normal,Cover,2015-09-01
79,8596,70,Fast,,Little,70,Long,Organised,60,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,70,Wide,Cover,2010-02-01
31,8722,55,Balanced,,Little,65,Mixed,Organised,65,Normal,40,Normal,60,Normal,Organised,45,Medium,55,Press,70,Wide,Cover,2010-02-01
31,8722,58,Balanced,,Little,71,Long,Organised,42,Normal,39,Normal,50,Normal,Organised,40,Medium,40,Press,56,Normal,Cover,2011-02-01
31,8722,53,Balanced,,Little,53,Mixed,Organised,57,Normal,44,Normal,57,Normal,Organised,43,Medium,55,Press,67,Wide,Cover,2012-02-01
31,8722,60,Balanced,,Little,56,Mixed,Organised,57,Normal,44,Normal,57,Normal,Organised,43,Medium,55,Press,67,Wide,Cover,2013-09-01
31,8722,59,Balanced,53.0,Normal,57,Mixed,Organised,53,Normal,47,Normal,59,Normal,Organised,57,Medium,46,Press,54,Normal,Cover,2014-09-01
31,8722,59,Balanced,47.0,Normal,65,Mixed,Organised,57,Normal,36,Normal,71,Lots,Organised,42,Medium,56,Press,51,Normal,Cover,2015-09-01
100626,6631,39,Balanced,33.0,Little,62,Mixed,Organised,62,Normal,66,Normal,48,Normal,Organised,51,Medium,58,Press,55,Normal,Cover,2015-09-01
1915,8674,41,Balanced,,Little,32,Short,Organised,40,Normal,47,Normal,69,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover,2010-02-01
1915,8674,51,Balanced,,Little,39,Mixed,Organised,48,Normal,67,Lots,62,Normal,Organised,43,Medium,44,Press,49,Normal,Cover,2011-02-01
1915,8674,44,Balanced,,Little,41,Mixed,Organised,48,Normal,64,Normal,42,Normal,Organised,49,Medium,47,Press,53,Normal,Cover,2012-02-01
1915,8674,44,Balanced,,Little,44,Mixed,Organised,56,Normal,58,Normal,42,Normal,Organised,49,Medium,47,Press,53,Normal,Cover,2013-09-01
1915,8674,48,Balanced,42.0,Normal,38,Mixed,Organised,57,Normal,59,Normal,45,Normal,Organised,49,Medium,47,Press,53,Normal,Cover,2014-09-01
1915,8674,55,Balanced,32.0,Little,55,Mixed,Organised,57,Normal,59,Normal,54,Normal,Organised,49,Medium,47,Press,53,Normal,Cover,2015-09-01
236,9773,30,Slow,,Little,30,Short,Free Form,60,Normal,60,Normal,60,Normal,Free Form,30,Deep,30,Contain,30,Narrow,Offside Trap,2010-02-01
236,9773,50,Balanced,,Little,50,Mixed,Organised,50,Normal,65,Normal,65,Normal,Free Form,55,Medium,43,Press,65,Normal,Cover,2011-02-01
236,9773,52,Balanced,,Little,53,Mixed,Organised,56,Normal,72,Lots,68,Lots,Organised,61,Medium,49,Press,60,Normal,Cover,2012-02-01
236,9773,52,Balanced,,Little,53,Mixed,Organised,56,Normal,72,Lots,68,Lots,Organised,58,Medium,60,Press,57,Normal,Cover,2013-09-01
236,9773,52,Balanced,50.0,Normal,53,Mixed,Organised,56,Normal,66,Normal,68,Lots,Organised,58,Medium,60,Press,60,Normal,Cover,2014-09-01
236,9773,70,Fast,50.0,Normal,53,Mixed,Organised,56,Normal,66,Normal,68,Lots,Organised,58,Medium,60,Press,60,Normal,Cover,2015-09-01
1903,9908,45,Balanced,,Little,45,Mixed,Organised,33,Safe,50,Normal,67,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover,2010-02-01
1903,9908,66,Balanced,,Little,45,Mixed,Organised,41,Normal,69,Lots,72,Lots,Organised,34,Medium,57,Press,34,Normal,Offside Trap,2011-02-01
1903,9908,47,Balanced,,Little,52,Mixed,Organised,52,Normal,54,Normal,52,Normal,Organised,45,Medium,49,Press,47,Normal,Cover,2012-02-01
1903,9908,47,Balanced,,Little,52,Mixed,Organised,52,Normal,54,Normal,60,Normal,Organised,45,Medium,49,Press,47,Normal,Cover,2013-09-01
1903,9908,50,Balanced,50.0,Normal,52,Mixed,Organised,55,Normal,49,Normal,52,Normal,Organised,45,Medium,49,Press,47,Normal,Cover,2014-09-01
1903,9908,50,Balanced,39.0,Normal,54,Mixed,Organised,55,Normal,64,Normal,28,Little,Organised,54,Medium,58,Press,47,Normal,Cover,2015-09-01
286,9824,53,Balanced,32.0,Little,56,Mixed,Organised,38,Normal,53,Normal,46,Normal,Organised,42,Medium,33,Contain,58,Normal,Cover,2015-09-01
894,10243,45,Balanced,,Little,60,Mixed,Organised,45,Normal,70,Lots,50,Normal,Organised,50,Medium,55,Press,50,Normal,Offside Trap,2010-02-01
894,10243,48,Balanced,,Little,56,Mixed,Organised,49,Normal,61,Normal,55,Normal,Organised,54,Medium,49,Press,60,Normal,Cover,2011-02-01
894,10243,62,Balanced,,Little,46,Mixed,Organised,50,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover,2012-02-01
894,10243,62,Balanced,,Little,46,Mixed,Organised,50,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover,2013-09-01
894,10243,62,Balanced,49.0,Normal,46,Mixed,Organised,47,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover,2014-09-01
894,10243,62,Balanced,49.0,Normal,46,Mixed,Organised,47,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover,2015-09-01
246,10235,30,Slow,,Little,30,Short,Organised,44,Normal,41,Normal,46,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover,2010-02-01
246,10235,47,Balanced,,Little,53,Mixed,Free Form,43,Normal,33,Little,32,Little,Organised,48,Medium,59,Press,53,Normal,Cover,2011-02-01
246,10235,38,Balanced,,Little,34,Mixed,Organised,60,Normal,44,Normal,50,Normal,Organised,43,Medium,43,Press,54,Normal,Cover,2012-02-01
246,10235,44,Balanced,,Little,44,Mixed,Organised,48,Normal,62,Normal,50,Normal,Organised,43,Medium,43,Press,40,Normal,Cover,2013-09-01
246,10235,54,Balanced,40.0,Normal,60,Mixed,Organised,48,Normal,67,Lots,50,Normal,Organised,43,Medium,43,Press,40,Normal,Cover,2014-09-01
246,10235,50,Balanced,33.0,Little,48,Mixed,Organised,48,Normal,67,Lots,31,Little,Organised,43,Medium,46,Press,40,Normal,Cover,2015-09-01
110374,8535,67,Fast,,Little,30,Short,Free Form,50,Normal,60,Normal,60,Normal,Free Form,45,Medium,30,Contain,60,Normal,Offside Trap,2010-02-01
110374,8535,49,Balanced,,Little,50,Mixed,Organised,50,Normal,60,Normal,60,Normal,Organised,45,Medium,45,Press,50,Normal,Offside Trap,2011-02-01
110374,8535,45,Balanced,,Little,50,Mixed,Organised,65,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,2012-02-01
110374,8535,53,Balanced,,Little,51,Mixed,Organised,64,Normal,51,Normal,53,Normal,Organised,47,Medium,47,Press,51,Normal,Cover,2013-09-01
110374,8535,34,Balanced,54.0,Normal,33,Short,Organised,68,Risky,51,Normal,53,Normal,Organised,58,Medium,59,Press,67,Wide,Cover,2014-09-01
110374,8535,34,Balanced,54.0,Normal,33,Short,Organised,68,Risky,51,Normal,53,Normal,Organised,58,Medium,59,Press,61,Normal,Cover,2015-09-01
110636,8194,65,Balanced,,Little,35,Mixed,Organised,70,Risky,50,Normal,52,Normal,Free Form,45,Medium,70,Double,54,Normal,Cover,2010-02-01
110636,8194,51,Balanced,,Little,38,Mixed,Organised,52,Normal,40,Normal,54,Normal,Organised,46,Medium,59,Press,34,Normal,Cover,2011-02-01
110636,8194,67,Fast,,Little,47,Mixed,Organised,67,Risky,68,Lots,55,Normal,Organised,56,Medium,57,Press,52,Normal,Cover,2012-02-01
110636,8194,41,Balanced,,Little,69,Long,Organised,55,Normal,68,Lots,52,Normal,Organised,24,Deep,48,Press,45,Normal,Cover,2013-09-01
110636,8194,72,Fast,69.0,Lots,57,Mixed,Organised,55,Normal,49,Normal,37,Normal,Organised,47,Medium,48,Press,50,Normal,Cover,2014-09-01
110636,8194,47,Balanced,62.0,Normal,47,Mixed,Organised,55,Normal,68,Lots,55,Normal,Organised,56,Medium,57,Press,52,Normal,Cover,2015-09-01
25,8358,50,Balanced,,Little,30,Short,Organised,30,Safe,70,Lots,60,Normal,Organised,55,Medium,50,Press,50,Normal,Cover,2010-02-01
25,8358,50,Balanced,,Little,47,Mixed,Organised,47,Normal,41,Normal,34,Normal,Organised,41,Medium,42,Press,50,Normal,Cover,2011-02-01
25,8358,52,Balanced,,Little,61,Mixed,Organised,62,Normal,50,Normal,42,Normal,Organised,30,Deep,50,Press,39,Normal,Cover,2012-02-01
25,8358,59,Balanced,,Little,38,Mixed,Organised,55,Normal,39,Normal,43,Normal,Free Form,53,Medium,62,Press,37,Normal,Cover,2013-09-01
25,8358,39,Balanced,58.0,Normal,48,Mixed,Organised,55,Normal,33,Little,44,Normal,Free Form,59,Medium,60,Press,39,Normal,Cover,2014-09-01
25,8358,59,Balanced,54.0,Normal,38,Mixed,Organised,55,Normal,44,Normal,45,Normal,Free Form,53,Medium,62,Press,29,Narrow,Cover,2015-09-01
111657,9891,30,Slow,,Little,30,Short,Organised,30,Safe,45,Normal,65,Normal,Organised,30,Deep,30,Contain,65,Normal,Offside Trap,2010-02-01
111657,9891,70,Fast,,Little,48,Mixed,Organised,46,Normal,45,Normal,65,Normal,Organised,61,Medium,67,Double,65,Normal,Offside Trap,2011-02-01
111657,9891,63,Balanced,48.0,Normal,46,Mixed,Organised,51,Normal,50,Normal,50,Normal,Organised,55,Medium,57,Press,47,Normal,Cover,2015-09-01
144,9879,60,Balanced,,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,40,Medium,35,Press,40,Normal,Cover,2010-02-01
144,9879,50,Balanced,,Little,55,Mixed,Organised,45,Normal,55,Normal,40,Normal,Organised,45,Medium,35,Press,50,Normal,Cover,2011-02-01
144,9879,48,Balanced,,Little,45,Mixed,Organised,38,Normal,62,Normal,54,Normal,Organised,38,Medium,38,Press,62,Normal,Cover,2012-02-01
144,9879,52,Balanced,,Little,49,Mixed,Organised,49,Normal,56,Normal,59,Normal,Organised,39,Medium,39,Press,57,Normal,Cover,2013-09-01
144,9879,52,Balanced,34.0,Normal,56,Mixed,Organised,58,Normal,41,Normal,54,Normal,Organised,29,Deep,28,Contain,39,Normal,Cover,2014-09-01
144,9879,52,Balanced,34.0,Normal,48,Mixed,Organised,39,Normal,54,Normal,59,Normal,Organised,29,Deep,30,Contain,39,Normal,Cover,2015-09-01
673,9987,45,Balanced,,Little,45,Mixed,Organised,50,Normal,35,Normal,60,Normal,Organised,70,High,65,Press,70,Wide,Cover,2010-02-01
673,9987,66,Balanced,,Little,52,Mixed,Organised,65,Normal,66,Normal,51,Normal,Organised,48,Medium,47,Press,54,Normal,Offside Trap,2011-02-01
673,9987,53,Balanced,,Little,55,Mixed,Organised,55,Normal,48,Normal,56,Normal,Organised,47,Medium,45,Press,55,Normal,Cover,2012-02-01
673,9987,58,Balanced,,Little,38,Mixed,Organised,67,Risky,48,Normal,56,Normal,Organised,47,Medium,45,Press,55,Normal,Cover,2013-09-01
673,9987,58,Balanced,52.0,Normal,38,Mixed,Organised,67,Risky,48,Normal,56,Normal,Organised,47,Medium,45,Press,55,Normal,Cover,2014-09-01
673,9987,58,Balanced,52.0,Normal,38,Mixed,Organised,30,Safe,69,Lots,56,Normal,Organised,36,Medium,57,Press,70,Wide,Cover,2015-09-01
110556,10233,70,Fast,,Little,50,Mixed,Organised,70,Risky,40,Normal,65,Normal,Organised,40,Medium,65,Press,30,Narrow,Cover,2010-02-01
110556,10233,65,Balanced,,Little,35,Mixed,Organised,50,Normal,50,Normal,50,Normal,Free Form,54,Medium,65,Press,35,Normal,Cover,2011-02-01
110556,10233,50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,2012-02-01
110556,10233,64,Balanced,,Little,38,Mixed,Organised,66,Normal,67,Lots,49,Normal,Organised,46,Medium,47,Press,53,Normal,Offside Trap,2013-09-01
110556,10233,64,Balanced,52.0,Normal,68,Long,Organised,66,Normal,53,Normal,49,Normal,Organised,23,Deep,47,Press,53,Normal,Cover,2014-09-01
110556,10233,64,Balanced,52.0,Normal,68,Long,Organised,66,Normal,45,Normal,23,Little,Organised,27,Deep,47,Press,53,Normal,Cover,2015-09-01
674,9991,70,Fast,,Little,65,Mixed,Organised,60,Normal,50,Normal,60,Normal,Organised,45,Medium,50,Press,40,Normal,Cover,2010-02-01
674,9991,55,Balanced,,Little,55,Mixed,Organised,54,Normal,74,Lots,56,Normal,Organised,61,Medium,39,Press,38,Normal,Cover,2011-02-01
674,9991,50,Balanced,,Little,47,Mixed,Organised,55,Normal,66,Normal,47,Normal,Organised,48,Medium,45,Press,52,Normal,Cover,2012-02-01
674,9991,50,Balanced,,Little,37,Mixed,Organised,28,Safe,66,Normal,34,Normal,Free Form,50,Medium,53,Press,40,Normal,Cover,2013-09-01
674,9991,50,Balanced,55.0,Normal,37,Mixed,Organised,28,Safe,66,Normal,34,Normal,Organised,55,Medium,59,Press,52,Normal,Cover,2014-09-01
674,9991,50,Balanced,55.0,Normal,37,Mixed,Organised,42,Normal,66,Normal,34,Normal,Organised,49,Medium,54,Press,52,Normal,Cover,2015-09-01
1860,8305,30,Slow,,Little,35,Mixed,Organised,35,Normal,50,Normal,70,Lots,Free Form,40,Medium,30,Contain,50,Normal,Offside Trap,2010-02-01
1860,8305,54,Balanced,,Little,45,Mixed,Organised,38,Normal,54,Normal,57,Normal,Organised,59,Medium,39,Press,66,Normal,Cover,2011-02-01
1860,8305,25,Slow,,Little,40,Mixed,Organised,58,Normal,42,Normal,52,Normal,Organised,49,Medium,45,Press,47,Normal,Cover,2012-02-01
1860,8305,29,Slow,,Little,40,Mixed,Organised,58,Normal,42,Normal,52,Normal,Organised,49,Medium,45,Press,47,Normal,Cover,2013-09-01
1860,8305,35,Balanced,42.0,Normal,40,Mixed,Organised,58,Normal,42,Normal,52,Normal,Organised,49,Medium,45,Press,47,Normal,Cover,2014-09-01
1860,8305,34,Balanced,41.0,Normal,38,Mixed,Organised,55,Normal,39,Normal,49,Normal,Organised,43,Medium,42,Press,49,Normal,Cover,2015-09-01
110316,6391,61,Balanced,,Little,52,Mixed,Organised,55,Normal,66,Normal,58,Normal,Organised,47,Medium,46,Press,53,Normal,Cover,2013-09-01
110316,6391,48,Balanced,53.0,Normal,52,Mixed,Organised,55,Normal,53,Normal,55,Normal,Organised,42,Medium,46,Press,53,Normal,Cover,2015-09-01
1888,9764,46,Balanced,,Little,41,Mixed,Organised,54,Normal,52,Normal,46,Normal,Organised,39,Medium,57,Press,53,Normal,Cover,2012-02-01
1888,9764,46,Balanced,,Little,41,Mixed,Organised,54,Normal,52,Normal,46,Normal,Organised,39,Medium,57,Press,53,Normal,Cover,2013-09-01
1888,9764,65,Balanced,67.0,Lots,41,Mixed,Organised,54,Normal,47,Normal,46,Normal,Free Form,39,Medium,40,Press,53,Normal,Cover,2014-09-01
1888,9764,68,Fast,67.0,Lots,41,Mixed,Organised,54,Normal,47,Normal,46,Normal,Free Form,39,Medium,40,Press,53,Normal,Cover,2015-09-01
110744,8569,30,Slow,,Little,50,Mixed,Organised,45,Normal,40,Normal,70,Lots,Organised,65,Medium,70,Double,65,Normal,Cover,2010-02-01
110744,8569,47,Balanced,,Little,27,Short,Organised,45,Normal,51,Normal,54,Normal,Organised,48,Medium,60,Press,37,Normal,Cover,2011-02-01
110744,8569,52,Balanced,,Little,67,Long,Organised,52,Normal,73,Lots,50,Normal,Organised,47,Medium,45,Press,35,Normal,Cover,2012-02-01
110744,8569,52,Balanced,,Little,43,Mixed,Organised,52,Normal,37,Normal,50,Normal,Organised,47,Medium,45,Press,40,Normal,Cover,2013-09-01
110744,8569,52,Balanced,48.0,Normal,43,Mixed,Organised,52,Normal,37,Normal,50,Normal,Organised,47,Medium,45,Press,40,Normal,Cover,2015-09-01
100632,6433,55,Balanced,47.0,Normal,42,Mixed,Organised,37,Normal,42,Normal,53,Normal,Organised,43,Medium,47,Press,51,Normal,Cover,2014-09-01
100632,6433,58,Balanced,38.0,Normal,64,Mixed,Organised,37,Normal,42,Normal,52,Normal,Organised,43,Medium,47,Press,51,Normal,Cover,2015-09-01
110565,8019,41,Balanced,40.0,Normal,59,Mixed,Organised,41,Normal,44,Normal,54,Normal,Organised,52,Medium,47,Press,50,Normal,Cover,2015-09-01
111429,8020,30,Slow,,Little,50,Mixed,Organised,45,Normal,35,Normal,70,Lots,Organised,60,Medium,70,Double,55,Normal,Cover,2010-02-01
